evaluations raw_y
2 1.5151515152
10 1.5451174289
14 1.6425755585
29 1.6778523490
38 1.7337031900
47 1.7934002869
75 2.0000000000
154 2.4366471735
435 2.4752475248
638 2.5562372188
705 2.5987525988
736 2.6427061311
785 2.7352297593
936 2.9976019185
1156 3.0562347188
1440 3.4626038781
1651 3.9936102236
5000 2.6881720430
evaluations raw_y
1 1.3455328310
5 1.3691128149
12 1.6600265604
15 1.7531556802
52 2.0000000000
124 2.2603978300
212 2.3629489603
504 2.6881720430
797 2.9976019185
820 3.1172069825
1334 3.1806615776
1532 3.3875338753
1683 3.5410764873
2520 3.7091988131
3036 3.7993920973
3288 3.8940809969
5000 2.4366471735
evaluations raw_y
1 1.1478420569
4 1.6960651289
57 1.7531556802
87 1.8796992481
164 2.0525451560
192 2.1968365554
282 2.4366471735
384 2.4752475248
469 2.5150905433
609 2.5987525988
630 2.6427061311
727 2.9976019185
920 3.1806615776
941 3.2467532468
1401 3.5410764873
2603 3.7091988131
2969 3.8940809969
3247 3.9936102236
3730 4.2087542088
5000 4.2087542088
evaluations raw_y
1 1.0008006405
2 1.3935340022
4 1.7730496454
23 1.8142235123
46 1.8355359765
92 1.8573551263
125 2.1663778163
192 2.4752475248
602 2.7839643653
649 3.1806615776
1190 3.5410764873
5000 2.5987525988
evaluations raw_y
1 1.2388503469
2 1.4318442153
7 1.6960651289
46 1.8573551263
135 2.0798668885
232 2.1079258010
253 2.1367521368
255 2.2281639929
259 2.3277467412
263 2.4366471735
335 2.8344671202
750 2.9976019185
1060 3.1806615776
1583 3.4626038781
1845 3.6231884058
1964 3.7993920973
2555 4.0983606557
5000 4.0983606557
evaluations raw_y
1 0.9077705156
2 0.9819324430
4 1.9025875190
109 2.2603978300
236 2.4752475248
381 2.6881720430
382 3.4626038781
565 3.6231884058
952 3.7993920973
5000 2.2281639929
evaluations raw_y
1 1.7146776406
50 1.7531556802
116 1.7730496454
140 1.8796992481
175 2.0798668885
321 2.1079258010
343 2.1367521368
412 2.2603978300
748 2.5150905433
803 2.5562372188
889 2.6427061311
1016 2.6881720430
1113 2.8344671202
1462 2.9411764706
1502 3.0562347188
1625 3.1806615776
1903 3.6231884058
5000 2.4752475248
evaluations raw_y
1 1.1478420569
3 1.9260400616
121 1.9747235387
207 2.0798668885
215 2.2603978300
382 2.3277467412
452 2.4752475248
583 3.0562347188
1518 3.3156498674
1756 3.4626038781
1945 3.5410764873
1983 3.7091988131
2420 3.7993920973
3092 4.0983606557
4203 4.2087542088
5000 4.2087542088
evaluations raw_y
1 1.1737089202
8 1.5299877601
12 1.9025875190
37 1.9260400616
60 1.9500780031
216 2.1367521368
330 2.2281639929
427 2.5150905433
792 2.6881720430
992 2.7352297593
1152 2.9411764706
1686 3.0562347188
2015 3.3156498674
2086 3.7993920973
5000 2.8344671202
evaluations raw_y
1 1.0407993339
3 1.4450867052
9 1.5605493134
15 1.6960651289
37 1.7337031900
213 2.0259319287
215 2.1079258010
248 2.2603978300
572 2.4752475248
829 2.5150905433
866 2.6881720430
1434 2.7352297593
1458 3.0562347188
1825 3.1172069825
2082 3.1806615776
2539 3.6231884058
3666 3.7993920973
5000 2.5150905433
evaluations raw_y
1 1.7730496454
4 2.2935779817
583 2.4752475248
799 2.5562372188
946 2.7352297593
1319 2.9411764706
1370 3.1806615776
2396 3.6231884058
2700 3.9936102236
5000 3.9936102236
evaluations raw_y
1 0.9462528388
2 1.4585764294
4 1.8355359765
26 2.1968365554
298 2.2603978300
329 2.9411764706
5000 2.2603978300
evaluations raw_y
1 1.3116474292
7 1.4723203769
17 1.9747235387
106 2.1663778163
217 3.0562347188
683 3.7993920973
1456 4.0983606557
5000 2.8868360277
evaluations raw_y
1 0.9578544061
2 1.2588116818
3 1.5151515152
21 1.6087516088
46 1.6425755585
59 1.6600265604
68 1.7934002869
102 1.8142235123
125 1.9500780031
240 2.2935779817
285 2.3629489603
726 2.6427061311
1033 2.8344671202
1874 2.8868360277
2246 3.3875338753
2377 3.5410764873
2926 4.0983606557
3372 4.7169811321
5000 4.7169811321
evaluations raw_y
1 0.9697439876
3 1.0271158587
7 1.1150758252
8 1.3227513228
9 1.3455328310
11 1.5299877601
26 1.6254876463
36 1.6960651289
38 1.7531556802
80 1.8142235123
154 1.8355359765
164 1.8573551263
397 1.9500780031
438 2.0798668885
732 2.1367521368
733 2.1968365554
784 2.2603978300
1108 2.5562372188
1257 2.7839643653
1358 2.9411764706
1612 3.0562347188
1833 4.3252595156
2589 4.4483985765
5000 4.4483985765
evaluations raw_y
1 0.9293680297
3 1.5451174289
5 1.7337031900
6 1.8355359765
30 1.9500780031
161 2.1079258010
250 2.1367521368
252 2.2603978300
421 2.7839643653
665 3.9936102236
5000 3.2467532468
evaluations raw_y
1 1.0841283608
4 1.3812154696
8 1.4060742407
18 2.0259319287
92 2.1079258010
111 2.5150905433
1176 2.7352297593
1690 2.9411764706
1952 3.2467532468
2094 3.7993920973
2943 3.9936102236
4655 4.5787545788
5000 3.9936102236
evaluations raw_y
1 1.2388503469
4 1.4188422247
6 1.7146776406
8 1.8142235123
153 1.8796992481
325 1.9260400616
433 2.2935779817
770 2.4366471735
994 2.6881720430
1635 2.7352297593
2255 3.1806615776
2340 3.5410764873
2716 3.7993920973
5000 3.7993920973
evaluations raw_y
1 1.2899896801
2 1.6960651289
10 1.7531556802
32 1.8355359765
66 2.9976019185
536 3.0562347188
801 3.1806615776
1528 3.2467532468
1634 3.5410764873
5000 3.5410764873
evaluations raw_y
1 0.8674531575
2 1.0407993339
4 1.2388503469
7 1.4863258026
11 1.7337031900
19 1.8142235123
49 2.8344671202
397 3.3156498674
1479 3.3875338753
2079 3.4626038781
3049 3.5410764873
3373 3.6231884058
5000 3.6231884058
evaluations raw_y
1 0.3352105122
2 0.8090614887
3 1.4723203769
6 1.5006002401
12 1.6254876463
29 1.7146776406
33 2.2935779817
258 2.3629489603
569 2.5562372188
807 2.6427061311
824 2.6881720430
1202 2.9976019185
1918 3.8940809969
5000 2.3992322457
evaluations raw_y
1 0.9819324430
5 1.0339123242
13 1.0620220901
18 1.1071744907
21 1.5006002401
53 1.5605493134
67 1.5762925599
82 1.5923566879
120 1.6254876463
125 1.6600265604
129 1.8142235123
132 1.8573551263
210 2.3277467412
357 2.5987525988
482 2.8344671202
1534 2.9411764706
1858 3.3875338753
2470 3.6231884058
5000 3.6231884058
evaluations raw_y
1 1.0692899914
5 1.4060742407
9 1.8355359765
69 2.2281639929
688 2.2603978300
805 2.3629489603
1056 2.4752475248
1157 2.5150905433
1180 2.5562372188
1313 2.5987525988
1585 2.6427061311
1720 2.6881720430
1949 2.7352297593
2001 3.0562347188
2677 3.1172069825
3849 3.2467532468
4222 3.3156498674
4714 3.3875338753
5000 2.6427061311
evaluations raw_y
1 2.0000000000
173 2.4752475248
728 2.5987525988
984 2.8868360277
1515 2.9411764706
1570 3.1806615776
1966 3.2467532468
5000 2.4366471735
evaluations raw_y
1 1.2007684918
2 1.2690355330
11 1.6087516088
23 1.7337031900
75 1.7730496454
125 1.8573551263
145 2.1663778163
303 2.2603978300
464 2.2935779817
523 2.3277467412
654 2.3992322457
683 2.5150905433
702 2.6427061311
773 2.8344671202
1042 2.9976019185
1117 3.1172069825
1182 3.3875338753
1427 3.4626038781
1623 3.6231884058
1649 3.7993920973
3216 4.0983606557
5000 4.0983606557
evaluations raw_y
1 1.4723203769
2 1.5299877601
5 2.1079258010
105 2.5150905433
836 2.7352297593
912 2.9411764706
1559 2.9976019185
1624 3.0562347188
1889 3.1172069825
2090 3.3156498674
2292 3.7993920973
5000 3.7993920973
evaluations raw_y
1 0.9349289454
2 1.0204081633
6 1.1825922422
7 1.7337031900
32 2.1663778163
309 2.1968365554
418 2.2281639929
591 2.5562372188
799 2.5987525988
999 2.6427061311
1254 2.8868360277
1714 3.6231884058
2494 3.7091988131
2990 3.7993920973
5000 3.5410764873
evaluations raw_y
1 0.5223568742
2 0.9697439876
4 1.3812154696
8 1.5923566879
15 1.9025875190
56 2.4366471735
725 2.9411764706
897 3.0562347188
1096 3.1806615776
1614 3.4626038781
2222 3.5410764873
2355 3.7993920973
5000 3.7993920973
evaluations raw_y
1 1.0993843448
3 1.6087516088
46 1.6254876463
63 1.6960651289
91 1.7531556802
114 2.2281639929
612 3.1172069825
1059 3.2467532468
2907 3.3156498674
4854 3.3875338753
5000 3.3156498674
evaluations raw_y
1 0.6197322757
2 1.2487512488
3 1.5762925599
32 2.2603978300
175 2.3992322457
252 2.4366471735
308 2.4752475248
596 2.5150905433
679 2.9411764706
982 3.0562347188
1869 3.2467532468
1882 3.5410764873
2572 3.6231884058
2638 3.8940809969
3059 3.9936102236
5000 2.6881720430
evaluations raw_y
1 0.7654623393
2 1.2690355330
5 1.3691128149
6 1.7337031900
15 1.9747235387
148 2.0000000000
151 2.2603978300
241 2.8344671202
1726 2.9976019185
1890 3.1172069825
2780 3.2467532468
3487 3.5410764873
4050 4.3252595156
5000 2.6427061311
evaluations raw_y
1 1.4188422247
4 1.5605493134
5 2.0525451560
63 2.3992322457
458 2.7839643653
650 3.1172069825
1762 3.3875338753
1834 3.5410764873
2595 3.6231884058
5000 2.5562372188
evaluations raw_y
1 0.9758001561
2 1.1394712853
5 1.3572204126
7 1.4188422247
17 2.0798668885
250 2.1367521368
526 2.3629489603
941 2.5562372188
1019 2.5987525988
1226 2.9976019185
2362 3.1806615776
3043 3.3156498674
3580 3.4626038781
4086 3.7091988131
5000 3.7091988131
evaluations raw_y
1 0.8218277449
2 1.1825922422
5 2.2603978300
121 2.3629489603
226 2.5150905433
850 2.5562372188
1039 2.7839643653
1380 2.8344671202
1735 3.1806615776
2907 3.5410764873
3816 3.8940809969
5000 3.8940809969
evaluations raw_y
1 1.3812154696
3 1.4863258026
14 1.7934002869
29 1.9260400616
87 1.9500780031
313 1.9747235387
415 2.0525451560
426 2.7839643653
1717 3.1172069825
2394 3.2467532468
3249 3.3156498674
3702 3.3875338753
3707 3.5410764873
3832 3.6231884058
4629 4.0983606557
5000 3.2467532468
evaluations raw_y
1 0.7263219059
2 1.2388503469
4 1.3935340022
9 1.6778523490
15 1.8573551263
39 2.0000000000
56 2.3277467412
190 2.5987525988
619 2.6881720430
658 3.0562347188
1563 3.4626038781
1802 3.5410764873
2037 3.6231884058
5000 2.8868360277
evaluations raw_y
1 1.1478420569
2 1.1916110582
3 2.0000000000
171 2.3992322457
349 2.6427061311
1100 2.9976019185
2159 3.1172069825
2569 3.4626038781
2839 3.7091988131
3658 3.8940809969
3819 5.1867219917
5000 5.1867219917
evaluations raw_y
1 0.9405568096
2 1.1649580615
5 1.3812154696
9 1.5299877601
24 1.6425755585
25 1.7146776406
55 2.6427061311
333 2.8344671202
486 3.7091988131
2308 3.8940809969
2782 4.3252595156
5000 2.9976019185
evaluations raw_y
1 0.8090614887
2 0.9578544061
6 1.6254876463
16 1.7146776406
27 1.7730496454
45 1.7934002869
134 2.1663778163
202 2.4366471735
445 2.5150905433
586 2.5562372188
747 3.0562347188
915 3.1806615776
1596 3.3156498674
1885 3.4626038781
2311 3.7091988131
2476 3.9936102236
3547 4.0983606557
3878 4.2087542088
4174 4.5787545788
5000 2.9411764706
evaluations raw_y
1 1.2588116818
3 1.4585764294
18 1.5151515152
20 1.6960651289
42 1.9747235387
117 2.1367521368
229 2.2603978300
287 2.2935779817
393 2.5562372188
525 2.6427061311
612 2.7839643653
787 2.9411764706
1422 3.4626038781
1772 3.6231884058
2276 3.7993920973
5000 3.7993920973
evaluations raw_y
1 1.4723203769
14 1.7531556802
16 1.7934002869
79 1.9500780031
94 2.0525451560
187 2.0798668885
422 2.1663778163
425 2.1968365554
553 2.2603978300
591 2.5150905433
1126 2.6427061311
1273 2.9411764706
1684 3.4626038781
2794 3.7091988131
3124 3.7993920973
5000 3.1172069825
evaluations raw_y
1 1.0477787091
2 1.3340448239
5 1.7531556802
42 2.0000000000
83 2.3992322457
297 2.5562372188
447 2.5987525988
530 2.6427061311
664 2.8344671202
1083 2.9976019185
1285 3.0562347188
1432 3.6231884058
2301 4.3252595156
3594 4.7169811321
5000 3.2467532468
evaluations raw_y
1 0.3974562798
2 1.0477787091
3 1.1916110582
8 1.3340448239
12 1.4450867052
15 1.5451174289
52 1.6778523490
97 2.2603978300
362 2.5150905433
764 2.8344671202
1256 2.8868360277
1591 2.9411764706
2061 3.3156498674
2752 3.7091988131
5000 3.7091988131
evaluations raw_y
1 0.7730364873
2 1.4863258026
33 1.7337031900
42 2.2935779817
221 2.4366471735
569 2.5562372188
1160 2.7352297593
1256 2.7839643653
1360 2.8344671202
1384 2.9411764706
1558 3.0562347188
1873 3.1806615776
2360 3.3156498674
2400 3.3875338753
3767 3.7993920973
5000 3.3156498674
evaluations raw_y
1 1.1312217195
3 1.3812154696
22 1.7146776406
97 1.7531556802
123 1.9025875190
211 1.9260400616
331 2.0525451560
434 2.1367521368
452 2.2281639929
459 2.3629489603
525 2.6881720430
1342 3.0562347188
1519 3.1172069825
2275 3.1806615776
2459 3.4626038781
2480 3.5410764873
3900 3.7091988131
5000 3.4626038781
evaluations raw_y
1 1.2487512488
3 1.3812154696
4 1.4863258026
21 1.8796992481
54 2.0000000000
65 2.1079258010
226 2.3277467412
276 2.4366471735
814 2.4752475248
826 2.5150905433
891 2.5562372188
1213 2.6427061311
1414 2.7839643653
1917 2.8344671202
2075 2.9411764706
2152 3.3875338753
3306 4.5787545788
5000 3.2467532468
evaluations raw_y
1 1.2690355330
2 1.6254876463
50 1.7146776406
56 1.7337031900
71 2.4752475248
706 2.5987525988
924 3.1172069825
1200 3.1806615776
1295 3.2467532468
1754 3.3875338753
2510 4.0983606557
5000 4.0983606557
evaluations raw_y
1 0.6673785371
2 1.2007684918
4 1.5151515152
9 1.7146776406
12 2.5987525988
615 2.6427061311
936 2.9411764706
1127 3.4626038781
1322 3.9936102236
2616 4.3252595156
2768 4.4483985765
5000 2.6881720430
evaluations raw_y
1 0.4662439388
2 1.4318442153
5 1.9500780031
39 2.2281639929
127 2.3277467412
527 2.4366471735
611 2.8868360277
1118 2.9976019185
1179 3.0562347188
1788 3.7993920973
2170 3.8940809969
3100 3.9936102236
3386 4.2087542088
5000 2.6881720430
evaluations raw_y
1 1.2388503469
4 1.2588116818
6 1.3455328310
7 2.2935779817
564 2.3992322457
750 2.4366471735
826 2.4752475248
947 2.5150905433
1205 2.7352297593
1643 2.7839643653
1848 2.8344671202
2389 3.0562347188
3055 3.4626038781
3557 3.7091988131
5000 3.2467532468
evaluations raw_y
1 1.2007684918
2 1.3116474292
6 1.3812154696
9 1.5762925599
25 1.5923566879
30 1.6425755585
95 1.6778523490
142 1.8355359765
275 1.8573551263
276 2.7352297593
809 2.7839643653
1113 2.9976019185
1435 3.0562347188
1589 3.3156498674
1798 3.4626038781
1805 3.7993920973
2001 3.8940809969
2177 3.9936102236
5000 3.3875338753
evaluations raw_y
1 0.6100536847
2 1.0477787091
3 1.5006002401
16 1.8142235123
22 2.1079258010
27 2.1968365554
387 2.2603978300
428 2.5987525988
847 2.6427061311
1698 3.0562347188
1983 3.1172069825
3064 3.2467532468
3533 3.3156498674
3623 3.3875338753
4167 3.4626038781
5000 2.7839643653
evaluations raw_y
1 1.1737089202
3 1.2794268168
8 1.5762925599
15 1.7730496454
83 1.8355359765
118 2.0798668885
140 2.1968365554
368 2.2935779817
728 2.3277467412
821 2.4366471735
1094 2.4752475248
1360 2.7352297593
1640 2.9411764706
2210 3.1806615776
2799 3.3875338753
3792 3.5410764873
4412 3.6231884058
4585 3.7091988131
5000 2.3992322457
evaluations raw_y
1 1.6960651289
4 1.8573551263
47 2.0000000000
62 2.0525451560
146 2.5987525988
1347 2.7839643653
2042 3.1172069825
3915 3.1806615776
4653 3.3875338753
5000 3.1806615776
evaluations raw_y
1 1.2195121951
2 1.8355359765
51 2.1367521368
678 2.4366471735
1314 2.9976019185
2370 3.3156498674
5000 2.2281639929
evaluations raw_y
1 0.6760411033
2 0.9578544061
4 1.3116474292
7 1.5762925599
12 1.8142235123
62 1.9260400616
150 2.0525451560
695 2.1367521368
783 2.2281639929
929 2.7352297593
2518 2.8344671202
2848 3.1172069825
4183 3.3875338753
5000 2.4752475248
evaluations raw_y
1 1.0841283608
4 1.6600265604
12 1.6778523490
21 1.7531556802
37 1.7730496454
88 2.1367521368
377 2.2281639929
534 2.3629489603
952 2.5562372188
1394 2.7352297593
2091 2.8344671202
2222 2.8868360277
2845 3.0562347188
3027 3.1172069825
