evaluations raw_y
575 -95.0000000000
594 -67.0000000000
808 -62.0000000000
840 -54.0000000000
898 -48.0000000000
899 -41.0000000000
945 -35.0000000000
1035 -29.0000000000
1039 -15.0000000000
1238 -10.0000000000
1266 3.0000000000
1401 4.0000000000
1514 5.0000000000
2210 6.0000000000
5000 -14.0000000000
evaluations raw_y
1 -248.0000000000
13 -221.0000000000
78 -201.0000000000
129 -174.0000000000
141 -161.0000000000
197 -141.0000000000
324 -134.0000000000
352 -121.0000000000
375 -101.0000000000
482 -94.0000000000
523 -88.0000000000
524 -81.0000000000
536 -74.0000000000
564 -68.0000000000
626 -61.0000000000
722 -54.0000000000
724 -48.0000000000
771 -42.0000000000
824 -28.0000000000
865 -9.0000000000
1036 -3.0000000000
1206 -2.0000000000
1284 -1.0000000000
1356 5.0000000000
1884 6.0000000000
4340 7.0000000000
5000 -8.0000000000
evaluations raw_y
1 -295.0000000000
2 -275.0000000000
15 -215.0000000000
86 -202.0000000000
142 -188.0000000000
173 -181.0000000000
205 -174.0000000000
223 -168.0000000000
260 -148.0000000000
286 -134.0000000000
304 -114.0000000000
432 -107.0000000000
454 -101.0000000000
478 -67.0000000000
529 -35.0000000000
607 -28.0000000000
701 -21.0000000000
703 -15.0000000000
894 -9.0000000000
918 -8.0000000000
1086 -3.0000000000
1124 -2.0000000000
1272 -1.0000000000
1294 6.0000000000
5000 -7.0000000000
evaluations raw_y
1 -450.0000000000
5 -369.0000000000
7 -362.0000000000
9 -275.0000000000
17 -262.0000000000
154 -214.0000000000
231 -208.0000000000
254 -194.0000000000
262 -188.0000000000
310 -181.0000000000
322 -161.0000000000
388 -141.0000000000
476 -134.0000000000
480 -121.0000000000
558 -107.0000000000
640 -81.0000000000
653 -67.0000000000
819 -61.0000000000
902 -54.0000000000
953 -48.0000000000
956 -41.0000000000
1010 -35.0000000000
1015 -29.0000000000
1048 -28.0000000000
1111 -16.0000000000
1157 -10.0000000000
1286 -3.0000000000
1386 -2.0000000000
1481 4.0000000000
1846 5.0000000000
2501 6.0000000000
2620 7.0000000000
5000 -20.0000000000
evaluations raw_y
1 -423.0000000000
3 -302.0000000000
9 -269.0000000000
24 -262.0000000000
37 -228.0000000000
109 -188.0000000000
174 -181.0000000000
181 -155.0000000000
234 -154.0000000000
263 -148.0000000000
268 -127.0000000000
336 -108.0000000000
407 -81.0000000000
464 -74.0000000000
510 -68.0000000000
519 -55.0000000000
615 -35.0000000000
682 -34.0000000000
702 -21.0000000000
839 -16.0000000000
843 -15.0000000000
977 -8.0000000000
1042 -3.0000000000
1202 2.0000000000
1281 4.0000000000
1543 5.0000000000
1919 6.0000000000
2949 7.0000000000
5000 -13.0000000000
evaluations raw_y
1 -463.0000000000
2 -403.0000000000
6 -342.0000000000
8 -302.0000000000
20 -147.0000000000
150 -120.0000000000
216 -107.0000000000
437 -94.0000000000
500 -93.0000000000
534 -68.0000000000
584 -67.0000000000
589 -54.0000000000
724 -49.0000000000
781 -41.0000000000
825 -34.0000000000
904 -28.0000000000
966 -15.0000000000
1043 -9.0000000000
1104 -3.0000000000
1257 -2.0000000000
1357 -1.0000000000
1359 3.0000000000
1520 5.0000000000
2389 6.0000000000
4494 7.0000000000
5000 -21.0000000000
evaluations raw_y
1 -517.0000000000
2 -477.0000000000
5 -356.0000000000
7 -349.0000000000
14 -322.0000000000
16 -248.0000000000
50 -228.0000000000
123 -201.0000000000
239 -195.0000000000
244 -194.0000000000
251 -168.0000000000
269 -141.0000000000
303 -128.0000000000
354 -127.0000000000
410 -108.0000000000
463 -101.0000000000
513 -94.0000000000
543 -87.0000000000
553 -55.0000000000
667 -41.0000000000
763 -28.0000000000
765 -22.0000000000
845 -15.0000000000
961 -10.0000000000
1010 5.0000000000
1483 6.0000000000
3022 7.0000000000
5000 6.0000000000
evaluations raw_y
1 -477.0000000000
2 -322.0000000000
4 -281.0000000000
74 -254.0000000000
121 -227.0000000000
137 -201.0000000000
164 -167.0000000000
288 -162.0000000000
327 -134.0000000000
350 -120.0000000000
366 -94.0000000000
496 -87.0000000000
501 -74.0000000000
660 -68.0000000000
703 -42.0000000000
800 -34.0000000000
928 -29.0000000000
956 -28.0000000000
977 -21.0000000000
1020 -20.0000000000
1115 -16.0000000000
1136 -9.0000000000
1140 -8.0000000000
1224 -3.0000000000
1299 -2.0000000000
1427 -1.0000000000
1458 4.0000000000
1554 5.0000000000
2122 6.0000000000
5000 0.0000000000
evaluations raw_y
1 -443.0000000000
2 -335.0000000000
6 -295.0000000000
14 -249.0000000000
101 -228.0000000000
153 -222.0000000000
183 -188.0000000000
189 -141.0000000000
263 -108.0000000000
468 -100.0000000000
533 -88.0000000000
549 -81.0000000000
585 -75.0000000000
638 -62.0000000000
677 -42.0000000000
772 -36.0000000000
833 -22.0000000000
918 -20.0000000000
945 -9.0000000000
1106 -3.0000000000
1233 -2.0000000000
1268 5.0000000000
1739 6.0000000000
2481 7.0000000000
5000 6.0000000000
evaluations raw_y
1 -585.0000000000
2 -410.0000000000
4 -281.0000000000
29 -234.0000000000
89 -228.0000000000
110 -221.0000000000
127 -214.0000000000
201 -194.0000000000
251 -181.0000000000
266 -160.0000000000
375 -127.0000000000
490 -120.0000000000
537 -81.0000000000
554 -61.0000000000
667 -55.0000000000
710 -48.0000000000
759 -42.0000000000
889 -29.0000000000
935 -28.0000000000
959 -16.0000000000
1106 -10.0000000000
1199 -8.0000000000
1251 -4.0000000000
1315 -2.0000000000
1394 3.0000000000
1410 4.0000000000
1495 5.0000000000
2321 6.0000000000
3896 7.0000000000
5000 6.0000000000
evaluations raw_y
1 -402.0000000000
3 -362.0000000000
8 -261.0000000000
25 -154.0000000000
182 -141.0000000000
221 -140.0000000000
227 -127.0000000000
296 -74.0000000000
420 -68.0000000000
466 -53.0000000000
538 -42.0000000000
639 -28.0000000000
857 -21.0000000000
887 -16.0000000000
955 -14.0000000000
1033 -10.0000000000
1042 -8.0000000000
1054 -4.0000000000
1101 -3.0000000000
1104 3.0000000000
1296 4.0000000000
1468 5.0000000000
2233 6.0000000000
2485 7.0000000000
5000 7.0000000000
evaluations raw_y
1 -457.0000000000
4 -363.0000000000
5 -208.0000000000
19 -195.0000000000
107 -154.0000000000
242 -141.0000000000
259 -94.0000000000
388 -54.0000000000
530 -34.0000000000
791 -28.0000000000
829 -22.0000000000
837 -9.0000000000
1004 -8.0000000000
1117 -3.0000000000
1147 -2.0000000000
1186 -1.0000000000
1188 4.0000000000
1235 5.0000000000
2046 6.0000000000
5000 -21.0000000000
evaluations raw_y
1 -490.0000000000
2 -336.0000000000
14 -335.0000000000
17 -329.0000000000
22 -289.0000000000
28 -268.0000000000
30 -255.0000000000
95 -235.0000000000
110 -227.0000000000
209 -215.0000000000
246 -207.0000000000
270 -181.0000000000
308 -174.0000000000
349 -167.0000000000
380 -121.0000000000
422 -114.0000000000
501 -101.0000000000
560 -88.0000000000
583 -75.0000000000
681 -74.0000000000
695 -50.0000000000
785 -23.0000000000
974 -17.0000000000
1004 -16.0000000000
1170 -15.0000000000
1259 -10.0000000000
1311 -5.0000000000
1378 -3.0000000000
1380 3.0000000000
1678 4.0000000000
1847 5.0000000000
2273 6.0000000000
3537 7.0000000000
5000 -20.0000000000
evaluations raw_y
1 -289.0000000000
4 -255.0000000000
6 -215.0000000000
33 -181.0000000000
135 -101.0000000000
323 -94.0000000000
336 -87.0000000000
439 -74.0000000000
481 -54.0000000000
520 -41.0000000000
809 -34.0000000000
846 -28.0000000000
888 -22.0000000000
931 -14.0000000000
1139 -3.0000000000
1289 -2.0000000000
1310 4.0000000000
1378 5.0000000000
1795 6.0000000000
2513 7.0000000000
5000 -13.0000000000
evaluations raw_y
1 -436.0000000000
2 -423.0000000000
4 -389.0000000000
5 -355.0000000000
15 -295.0000000000
16 -288.0000000000
22 -235.0000000000
25 -194.0000000000
170 -181.0000000000
257 -168.0000000000
263 -161.0000000000
303 -147.0000000000
356 -142.0000000000
388 -100.0000000000
577 -88.0000000000
588 -87.0000000000
603 -80.0000000000
670 -67.0000000000
696 -61.0000000000
803 -55.0000000000
833 -54.0000000000
850 -48.0000000000
887 -42.0000000000
924 -29.0000000000
982 -21.0000000000
1148 -2.0000000000
1259 4.0000000000
1463 5.0000000000
1521 6.0000000000
3075 7.0000000000
5000 -14.0000000000
evaluations raw_y
1 -288.0000000000
17 -221.0000000000
22 -128.0000000000
232 -121.0000000000
278 -115.0000000000
311 -108.0000000000
353 -95.0000000000
365 -88.0000000000
461 -41.0000000000
689 -35.0000000000
696 -28.0000000000
702 -17.0000000000
901 -10.0000000000
1008 -9.0000000000
1147 -2.0000000000
1171 3.0000000000
1206 4.0000000000
1287 5.0000000000
1773 6.0000000000
2652 7.0000000000
5000 -13.0000000000
